edges,resolution,precision,recall,recovery,relevance,f1rprr
1000,1.0,0.0032889844766079476,0.019755562863389232,0.14150252365347799,0.15201189730545567,0.010860436680738897
1000,1.5,0.0032889844766079476,0.019755562863389232,0.14150252365347796,0.15201189730545567,0.010860436680738897
1000,2.0,0.0032889844766079476,0.019755562863389232,0.14150252365347799,0.15201189730545567,0.010860436680738897
1000,2.5,0.0032889844766079476,0.019755562863389232,0.14150252365347799,0.15201189730545567,0.010860436680738897
1000,3.0,0.0032889844766079476,0.019755562863389232,0.14150252365347796,0.15201189730545567,0.010860436680738897
1000,3.5,0.0032889844766079476,0.019755562863389232,0.14150252365347796,0.15201189730545567,0.010860436680738897
1000,4.0,0.0032889844766079476,0.019755562863389232,0.14150252365347799,0.15201189730545567,0.010860436680738897
1000,4.5,0.0032889854066050317,0.01976065904796412,0.1404142524238644,0.15201218289114624,0.010859209566637997
1000,5.0,0.0032889854066050317,0.01976065904796412,0.1404142524238644,0.15201218289114624,0.010859209566637997
1000,5.5,0.0020289041768663855,0.01797152778122091,0.13925380405672505,0.15074948666925062,0.0071131960604601885
1000,6.0,0.0021356999120444517,0.018124608531316585,0.13925380405672505,0.1515796585493541,0.007446258882311957
1000,6.5,0.0017910248927205804,0.01741193358269637,0.13809392258225445,0.1501417285106157,0.0063525012904189935
1000,7.0,0.0016538026745636643,0.017151837012960844,0.13741274140526044,0.14849675670574233,0.005908582254008731
1000,7.5,0.001574317760324645,0.017020755142186598,0.13592802757431338,0.14910995487708006,0.005649630725659069
1000,8.0,0.0016273770245129407,0.01708426175017724,0.13418729250034542,0.14877956192616482,0.0058207828966861256
1000,8.5,0.001573911646401026,0.017034336946149226,0.134401450878821,0.149161055325231,0.005648048670315328
1000,9.0,0.001575404149145197,0.017021306966872228,0.13199035570902604,0.14912500935895245,0.005651395818858459
1000,9.5,0.0015739063493059673,0.01703545229100607,0.13233429791343335,0.149161055325231,0.005647135516502078
1500,1.0,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,1.5,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,2.0,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,2.5,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,3.0,0.004209537577210882,0.023831876076398414,0.13844654020630046,0.19042409889569867,0.013699060226115431
1500,3.5,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,4.0,0.004209537577210882,0.023831876076398414,0.13844654020630043,0.19042409889569867,0.013699060226115427
1500,4.5,0.004184777104739311,0.023678959536645103,0.13751878874884604,0.1901994050410756,0.01361830488836406
1500,5.0,0.004184777104739311,0.023678959536645103,0.13751878874884604,0.1901994050410756,0.01361830488836406
1500,5.5,0.002764240802897409,0.02178458525421112,0.13660199682385374,0.18962895886871425,0.009517894941593623
1500,6.0,0.0027639842552057846,0.021787242985126774,0.13573236518506682,0.18962924227436137,0.009516199551108714
1500,6.5,0.0023600892869279147,0.021363537337540532,0.1358183991233856,0.18920813047842056,0.008278668791964003
1500,7.0,0.0023526597197051037,0.021304876209849187,0.13533294454289652,0.18844247796189928,0.008252794679227614
1500,7.5,0.002324054650296303,0.02122883516923495,0.13416407970876476,0.1880708623713951,0.008160618506024514
1500,8.0,0.002314383084591743,0.021163804784400286,0.13405731912253147,0.188839379944361,0.00812865926949164
1500,8.5,0.002240351531842063,0.020953445425401528,0.1314533892113441,0.18846492545525942,0.007889598372403332
1500,9.0,0.0021606268406584744,0.02064857360579724,0.131793731710148,0.18807098477062106,0.00763121542220757
1500,9.5,0.0022029408196270798,0.020696410353338978,0.1298192728790063,0.1877385007172068,0.007762682524514315
2000,1.0,0.005288656854389282,0.02805221401625039,0.14659310581134163,0.21271651182677737,0.016930899337550084
2000,1.5,0.005288656854389282,0.02805221401625039,0.14659310581134163,0.21271651182677737,0.016930899337550084
2000,2.0,0.005288656854389282,0.02805221401625039,0.14659310581134163,0.21271651182677737,0.016930899337550084
2000,2.5,0.00527617593858709,0.0280861182355811,0.1456803369933841,0.21268663232483281,0.01689887957271605
2000,3.0,0.005209246297986514,0.02773261198542932,0.14567440274485777,0.2121810711519309,0.01669431242636639
2000,3.5,0.005021300978821205,0.027676627034506615,0.1448304503981991,0.21231106846101536,0.01620103270783363
2000,4.0,0.005021300978821205,0.027676627034506615,0.1448304503981991,0.21231106846101536,0.01620103270783363
2000,4.5,0.0049358170632150125,0.027587499403739356,0.14523743538187037,0.21204357577694033,0.015971233112799393
2000,5.0,0.0049358170632150125,0.027587499403739356,0.14523743538187037,0.21204357577694033,0.015971233112799393
2000,5.5,0.0037350123254113036,0.0259835776972841,0.14524923255356925,0.21026212214978143,0.012584027203263942
2000,6.0,0.003503714329545322,0.025777631013881117,0.1439977046240669,0.21021423586620508,0.01190808171528436
2000,6.5,0.003161142437028628,0.02499583319267016,0.14431110022025748,0.20972802070830723,0.010868219948078005
2000,7.0,0.0030368993903708355,0.02470186848786779,0.1430886559860185,0.20884995630425104,0.010483752172473486
2000,7.5,0.0029747616862228024,0.024610309781416515,0.14258032947832167,0.20871346488868986,0.010293371185790634
2000,8.0,0.002957524493878775,0.024553352014493754,0.1414416745177877,0.20893134150729806,0.010237914681423993
2000,8.5,0.002962378252686166,0.024533855699871134,0.1397373988895345,0.2086998223804301,0.010249197232573322
2000,9.0,0.0029565645763555497,0.02455163405222288,0.13695611076389957,0.20872873403724876,0.010228782146879977
2000,9.5,0.0029235519410373283,0.02434445317340021,0.13592039365328312,0.20857330161437446,0.010119446860533376
2500,1.0,0.0057121168781948655,0.031000955679908043,0.13942280747422392,0.2289440975255964,0.01827620463912004
2500,1.5,0.0057121168781948655,0.031000955679908043,0.13942280747422392,0.2289440975255964,0.01827620463912004
2500,2.0,0.0057121168781948655,0.031000955679908043,0.13942280747422392,0.2289440975255964,0.01827620463912004
2500,2.5,0.0057121168781948655,0.031000955679908043,0.13942280747422392,0.2289440975255964,0.01827620463912004
2500,3.0,0.0057121168781948655,0.031000955679908043,0.13942280747422392,0.2289440975255964,0.01827620463912004
2500,3.5,0.005697366145525296,0.031034505915428567,0.13869646304139435,0.22891660559840446,0.018238166570840993
2500,4.0,0.005507273457839208,0.03076503864183345,0.13866596956057956,0.22864127245649699,0.017725175656861436
2500,4.5,0.00520624867663368,0.030354746152234522,0.13691259479821571,0.22826367023968178,0.01689863668059774
2500,5.0,0.00520624867663368,0.030354746152234522,0.13691259479821574,0.22826367023968178,0.01689863668059774
2500,5.5,0.0039784360523537595,0.02868779598975052,0.13657996174499443,0.22689962120121415,0.013425430289942784
2500,6.0,0.003644882254234408,0.0281231646562607,0.13641615103872087,0.22639280208974386,0.012435383688096617
2500,6.5,0.0035605515571675247,0.028046624281212865,0.13641615103872087,0.22575603575530312,0.012185078603548335
2500,7.0,0.003373418232423666,0.027822081315567716,0.13674397824351386,0.22649396062113497,0.011624326203048074
2500,7.5,0.0032512612279008745,0.027458238580405154,0.1358223778028796,0.2260827090959804,0.01124297854127064
2500,8.0,0.003249417120388424,0.027704068325168803,0.1364305264044008,0.2274329461605032,0.011249545476681415
2500,8.5,0.0032053382904252987,0.02721454040079766,0.13302078322709174,0.22539072742230276,0.011090194519225206
2500,9.0,0.003182173509420894,0.027104824435792207,0.13269884316077749,0.22483828829881544,0.01101540185370159
2500,9.5,0.003179989580455722,0.027080020607912182,0.13174782503511226,0.2245648087745894,0.011006023503170322
3000,1.0,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,1.5,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,2.0,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,2.5,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,3.0,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,3.5,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,4.0,0.006242310118403594,0.03364241683140642,0.13891632524513944,0.24063124603964367,0.019873228844203353
3000,4.5,0.0059315403900650305,0.03300608371574097,0.13703406473265586,0.2398376501068101,0.019015504736104423
3000,5.0,0.00577091323263211,0.03281847303896384,0.13734176475116183,0.24009509092468986,0.01858739808486308
3000,5.5,0.004463173315323434,0.031343913796108354,0.13700201345060461,0.23763648980322527,0.014955103612628404
3000,6.0,0.004308575385954006,0.031081601695017516,0.13673247401072564,0.23873968313088778,0.01450479544558961
3000,6.5,0.003972209875100951,0.03050254455724714,0.1362088378965065,0.2372396644063999,0.013509405984882003
3000,7.0,0.0038686627356278587,0.030337758798111698,0.13623320227475466,0.23757734352314874,0.013201364302805996
3000,7.5,0.003783164983087508,0.030139402560818453,0.1351364032921685,0.2377152798919416,0.012940178597131572
3000,8.0,0.003793304096475483,0.030017944036976694,0.1341685933072424,0.23643510720649383,0.012960980547080048
3000,8.5,0.003757984080873959,0.02993031986875413,0.13262276588183788,0.23637976848836442,0.012850096211096939
3000,9.0,0.003733948660208235,0.029916323232492652,0.13259619075157,0.2372866458487302,0.012779733325339203
3000,9.5,0.0037290773681525964,0.02983631462135942,0.1306209811393203,0.2361750397225352,0.012756365662270617
3500,1.0,0.006713988384407595,0.03519753698139969,0.13647620035526092,0.2471378341125978,0.02119458457786093
3500,1.5,0.00662065527119275,0.0352751288944531,0.1377775921227245,0.24958958163476783,0.02098022901085724
3500,2.0,0.00662065527119275,0.0352751288944531,0.1377775921227245,0.24958958163476783,0.02098022901085724
3500,2.5,0.00662065527119275,0.0352751288944531,0.13777759212272453,0.24958958163476783,0.02098022901085724
3500,3.0,0.00662065527119275,0.0352751288944531,0.1377775921227245,0.24958958163476783,0.02098022901085724
3500,3.5,0.006620655973934267,0.0352770453572062,0.13727589974005627,0.2497881068758342,0.020977831993609235
3500,4.0,0.006620655973934267,0.0352770453572062,0.13727589974005627,0.2497881068758342,0.020977831993609235
3500,4.5,0.006620655973934267,0.0352770453572062,0.13727589974005627,0.2497881068758342,0.020977831993609235
3500,5.0,0.006620655973934267,0.0352770453572062,0.13727589974005627,0.2497881068758342,0.020977831993609235
3500,5.5,0.00659561908448338,0.03530222769166444,0.13696763320894947,0.2497881068758342,0.020915360469480206
3500,6.0,0.004662395375318386,0.03272408757359838,0.13595017192403566,0.24806684257561476,0.01559895936289936
3500,6.5,0.004554098014063123,0.032405775288868184,0.13541933780922946,0.2469686513611445,0.015274479705335683
3500,7.0,0.004490760364561834,0.03233261452078621,0.13479531064876943,0.24701479384914748,0.015090071230440948
3500,7.5,0.004337207815301817,0.03185401151715706,0.1330033630340355,0.24579663216586944,0.014622912759344877
3500,8.0,0.0043469174278850005,0.031956982443894645,0.13220933072405044,0.24685329514113707,0.014654435815531943
3500,8.5,0.004314251035756993,0.031796079648394086,0.13158045113828962,0.24644881040202707,0.01455085626478135
3500,9.0,0.0043075604099390595,0.03169012447150238,0.13072698943236188,0.24590069357484046,0.014523181301988862
3500,9.5,0.004260366587925953,0.031549693198820276,0.12901884774111863,0.24545447862604153,0.014375949272543743
4000,1.0,0.008098338615136546,0.0380455013055789,0.13632869884368032,0.2561943866049188,0.02484395931032993
4000,1.5,0.008098338615136546,0.0380455013055789,0.13632869884368032,0.2561943866049188,0.02484395931032993
4000,2.0,0.008098338615136546,0.0380455013055789,0.13632869884368032,0.2561943866049188,0.02484395931032993
4000,2.5,0.008098338615136546,0.0380455013055789,0.1363286988436803,0.2561943866049188,0.02484395931032993
4000,3.0,0.007998129288854518,0.03811020015693426,0.13757290653930812,0.25769867504009486,0.024627765912617495
4000,3.5,0.007998129288854518,0.03811020015693426,0.13757290653930812,0.25769867504009486,0.024627765912617495
4000,4.0,0.007998129991596036,0.03811211661968736,0.13709431862305624,0.25789720028116125,0.02462457332671798
4000,4.5,0.007998129991596036,0.03811211661968736,0.13709431862305624,0.25789720028116125,0.02462457332671798
4000,5.0,0.007998129991596036,0.03811211661968736,0.13709431862305624,0.25789720028116125,0.02462457332671798
4000,5.5,0.007998129991596036,0.03811211661968736,0.13709431862305624,0.25789720028116125,0.02462457332671798
4000,6.0,0.006372778513047498,0.036227454567983264,0.13599613174981617,0.2553203082895523,0.02042999002981935
4000,6.5,0.006099801677679558,0.035769938610969,0.1348237390885032,0.2556545117383738,0.01968263594610367
4000,7.0,0.005876038581163416,0.03530597334466813,0.13424019533260023,0.25550224152796397,0.019059445547317987
4000,7.5,0.005718815616264661,0.034726010557784084,0.13189991115859337,0.2538297350439037,0.018589140489007505
4000,8.0,0.005685033280949319,0.03453863685066858,0.1309562388231705,0.25409582339138737,0.018482135263668757
4000,8.5,0.005646705728144247,0.034478508195481206,0.13020880389770492,0.25457907478665504,0.01837340211572499
4000,9.0,0.00565696155283653,0.03443727403474493,0.12971392416515246,0.2540841205864591,0.018394473156376594
4000,9.5,0.00561590875032563,0.034286697850740296,0.12762968196330518,0.25365579792608384,0.018264096313955338
4500,1.0,0.009068231946612514,0.0394861863617378,0.12597485901265343,0.25808052600616366,0.027134604117123144
4500,1.5,0.009068231946612514,0.0394861863617378,0.12597485901265343,0.25808052600616366,0.027134604117123144
4500,2.0,0.009068231946612514,0.0394861863617378,0.12597485901265343,0.25808052600616366,0.027134604117123144
4500,2.5,0.009068231946612514,0.0394861863617378,0.12597485901265343,0.25808052600616366,0.027134604117123144
4500,3.0,0.009164358835674773,0.040894913840482834,0.13026426557471976,0.2641721900021593,0.02757985175100451
4500,3.5,0.009164358835674773,0.040894913840482834,0.13026426557471976,0.2641721900021593,0.02757985175100451
4500,4.0,0.009164358835674773,0.040894913840482834,0.13026426557471973,0.2641721900021593,0.02757985175100451
4500,4.5,0.009164359473082044,0.040896155554720544,0.1298412084515698,0.26435225824802444,0.02757572885711772
4500,5.0,0.009059656419890386,0.040956367294330005,0.13101113174961407,0.26585807370732834,0.02736164620865341
4500,5.5,0.00889441052292445,0.040749114165675816,0.13092268320373782,0.26625394198921687,0.02696063105689277
4500,6.0,0.0072782923484183155,0.038858026259072365,0.13007120116063198,0.2636476849061429,0.022908115080060663
4500,6.5,0.007027144293714761,0.03822678120042058,0.12849141172956008,0.26370984155174687,0.02221732751075434
4500,7.0,0.006917943969217328,0.038065185916660256,0.12832163658962087,0.2636230755792079,0.0219287959572108
4500,7.5,0.006699361259267263,0.037284537468531685,0.12571904436752895,0.26137897095896584,0.021291450102678116
4500,8.0,0.0066927433877775125,0.03721730881799951,0.12493282284983363,0.2617153317189146,0.02126415108981253
4500,8.5,0.0066803372142416745,0.03722781018689728,0.1255024670672423,0.26157360836290555,0.021237547160485523
4500,9.0,0.006686328028732841,0.03720769734915001,0.12383288595124617,0.26184277287625607,0.021239363085496395
4500,9.5,0.006654333175335215,0.036873858025945776,0.12255493070823312,0.26056874336260005,0.021119896549616386
5000,1.0,0.010190710976886916,0.039813514401264474,0.12074600901725764,0.26460716436157594,0.029562465003771705
5000,1.5,0.010161491722807656,0.04145376925883791,0.12103614488872973,0.2665785955110131,0.0297293351487733
5000,2.0,0.010161491722807656,0.04145376925883791,0.12103614488872971,0.2665785955110131,0.0297293351487733
5000,2.5,0.010161491722807656,0.04145376925883791,0.12103614488872973,0.2665785955110131,0.0297293351487733
5000,3.0,0.010161491722807656,0.04145376925883791,0.12103614488872971,0.2665785955110131,0.0297293351487733
5000,3.5,0.010161491722807656,0.04145376925883791,0.12103614488872971,0.2665785955110131,0.0297293351487733
5000,4.0,0.010161492360214927,0.04145501097307563,0.12067737459345262,0.26675866375687823,0.029724629094191095
5000,4.5,0.010257564426209675,0.04286373845182066,0.12466073306874281,0.27284941035773186,0.030187410265831337
5000,5.0,0.010257564426209675,0.04286373845182066,0.12466073306874281,0.27284941035773186,0.030187410265831337
5000,5.5,0.010092318075036156,0.0426566088334995,0.12460365632868543,0.2732452786396204,0.029803271791826614
5000,6.0,0.008786233629253824,0.041339718688387504,0.12523039705861722,0.27331902762232535,0.026729350269357202
5000,6.5,0.00822224167577501,0.04009801405843739,0.12290869742358114,0.2700991544469119,0.02525273416110472
5000,7.0,0.008018483826149978,0.040038061732047776,0.12412312704084742,0.2721848271721195,0.02478029474585928
5000,7.5,0.007932765275095555,0.03940548260948675,0.12105120976908267,0.27024642742207067,0.024480115943221185
5000,8.0,0.007812410875714126,0.03874300138408363,0.11855434902558047,0.26815367436697024,0.024099764092041343
5000,8.5,0.007739686398846899,0.03878531872361974,0.1187333957690695,0.26896073800806536,0.023933837566642434
5000,9.0,0.007722518537658066,0.038697484073757046,0.11791263723039,0.2687595452964004,0.023875670704312582
